231,1667,1435,59.8
232,1891,513,46.9
233,77,1121,31.2
234,704,783,10.2
235,1297,1131,83.5
236,1997,1320,66.5
237,800,1250,85.1
238,99,997,70.2
239,571,1116,14.3
240,1834,1133,41.5
241,650,62,1.7
242,1889,409,99.8
243,189,1170,55.6
244,465,577,53.2
245,1838,333,30.6
246,1681,1334,48.1
247,1584,205,49.1
248,59,529,21.5
249,1900,409,75.3
250,473,366,22.2
251,1767,1207,45.2
252,268,437,16.9
253,915,563,5.1
254,947,25,12.4
255,1866,1332,20.3
256,484,711,52.1
257,982,356,1.8
258,383,894,52.9
259,404,700,64.1
260,851,127,22.6
261,863,357,67.7
262,454,919,55.2
263,1899,1178,21.7
264,1760,1298,45.3
265,885,728,59.6
266,611,646,5.3
267,292,393,51.8
268,1592,755,81.4
269,558,1024,41.3
270,226,146,8.2
271,386,746,96.6
272,775,1030,33.6
273,1395,1427,46.4
274,1317,7,37.4
275,835,952,28
276,1288,734,60.6
277,1063,810,53.1
278,682,428,1.1
279,746,915,85.3
280,1212,1427,11.2
281,742,1377,23.8
282,1438,1135,54.8
283,1626,1448,20
284,1323,171,25
285,605,762,96.5
286,784,294,4
287,729,817,70.9
288,1933,814,65.9
289,1902,1424,95.9
290,133,1012,60.1
291,415,1095,80.4
292,1432,442,66.6
293,1617,624,89.8
294,1999,666,20.2
295,417,1136,15.5
296,279,160,77.6
297,523,1408,65.2
298,1276,130,37.2
299,657,970,34.2
300,367,379,10.9
301,1359,1004,58.4
302,1487,649,63.1
303,1810,1093,9.4
304,720,1482,7.6
305,565,872,7.7
306,1936,161,96.1
307,61,565,53.9
308,1005,1287,51
309,301,414,27.9
310,1412,426,52.8
311,310,1051,34.6
312,571,1007,78.3
313,1570,1083,93.9
314,1613,765,92.7
315,412,649,41.3
316,1899,116,80.2
317,1487,809,94
318,1935,853,66.5
319,275,776,25.3
320,616,1300,89.3
321,275,783,60.7
322,1127,248,99.2
323,1459,1324,60.1
324,815,1172,14.7
325,261,1373,89.4
326,1099,933,0.4
327,1245,185,35.7
328,1233,39,31.7
329,759,646,73.6
330,898,1380,44.4
331,1009,1200,21.8
332,233,874,30.4
333,203,1294,58
334,98,1219,31.1
335,1442,850,50.4
336,990,300,62.1
337,1863,168,49.6
338,571,51,87.9
339,469,756,45.2
340,391,608,65.9
341,664,600,9.4
342,38,825,43.3
343,1036,47,93.8
344,1345,483,74
345,680,511,46.4
346,1404,540,31.8
347,901,1393,37.8
348,754,150,63.3
349,1280,1302,27.1
350,712,944,80
351,1618,108,21.9
352,1659,677,45.5
353,1949,591,80
354,780,1077,31.8
355,1144,499,91.2
356,1775,470,75.8
357,1011,1202,13.8
358,1636,129,58.2
359,1111,850,27.8
360,1558,891,22
361,418,730,3.9
362,1325,1247,26.9
363,285,414,57.8
364,639,390,3
365,763,688,24.1
366,3,123,68.7
367,745,1087,68.3
368,1288,386,98.6
369,50,928,45.7
370,1692,1171,54.3
371,209,270,26.8
372,223,434,88.5
373,1009,346,60.7
374,1224,212,19.7
375,83,982,57.4
376,1270,1089,52.7
377,961,252,35.6
378,101,149,83.4
379,653,1494,97.5
380,25,395,66.4
381,681,493,50.4
382,1923,396,1.3
383,108,93,19.8
384,415,469,37.7
385,131,1342,24.3
386,1388,908,95.4
387,933,229,5
388,161,424,76.9
389,1361,399,88.4
390,289,21,2.4
391,1142,998,11.8
392,1181,956,66.2
393,451,787,45.9
394,53,292,83.8
395,1435,440,75.1
396,1337,677,49.6
397,1990,932,65.5
398,410,258,86.6
399,352,526,86.4
400,1079,1422,91.5
401,13,800,16.8
402,189,656,98.6
403,1450,345,75.4
404,653,667,59.6
405,1168,1249,16.4
406,1666,535,13.4
407,1317,317,17.3
408,466,839,95.3
409,661,167,56.1
410,638,560,57.9
411,780,564,74.9
412,1383,65,99.8
413,593,1324,50.1
414,1945,903,71.1
415,1195,355,75.8
416,1387,252,65.1
417,1389,141,57.6
418,591,167,66.2
419,1236,920,84.7
420,1661,1058,79.8
421,714,1174,63.7
422,1003,1238,56.1
423,1636,180,51.8
424,719,562,8.1
425,1939,482,75.5
426,1154,122,83.3
427,196,406,19.2
428,1454,953,86
429,1509,1426,69.4
430,256,843,79
431,832,266,18.2
432,1443,341,18.5
433,0,504,23.7
434,1525,1183,46.3
435,1448,1487,87.8
436,905,416,38.5
437,412,1397,96.3
438,1788,1335,85.7
439,1465,1390,63.1
440,508,70,78.5
441,155,528,95.8
442,529,679,80.8
443,1641,941,76.3
444,1110,813,54.7
445,1664,225,21.6
446,1345,248,14.3
447,261,935,67.6
448,73,1350,6.9
449,884,859,14.3
450,1214,1486,42.3
451,316,174,79.7
452,730,1260,10.8
453,515,725,98.9
454,1448,731,96.1
455,56,795,63
456,707,517,11.1
457,1017,819,62.3
458,653,981,61.9
459,624,1133,18.1
460,119,339,39.6
461,224,832,55
462,44,1227,24.4
463,1151,1251,58.9
464,756,664,6.6
465,84,599,67.2
466,812,607,45.5
467,707,230,12.9
468,970,189,72.2
469,61,333,45.4
470,511,1244,28.9
471,1190,691,5.4
472,1661,867,59
473,1643,1339,29
474,1238,929,0.2
475,1454,999,74.6
476,251,727,40.7
477,751,48,54.3
478,722,1308,9.3
479,627,1252,23.9
480,1886,1175,38.4
481,367,1441,38.3
482,960,239,68
483,452,158,22.2
484,1969,622,61.2
485,1654,1404,78
486,98,81,83.4
487,265,1152,27.6
488,675,949,48.7
489,1182,1373,92.6
490,685,1162,25.5
491,23,508,5.5
492,604,855,71.8
493,1245,1460,43.1
494,1238,1117,54.8
495,678,1377,71
496,241,1193,9.6
497,465,218,64.9
498,1578,1289,82.6
499,515,572,65.8
500,217,858,65.7
501,108,1486,17.1
502,322,520,72.4
503,1861,87,28.7
504,1181,364,20.2
505,686,943,0.7
506,339,1167,56.1
507,1681,104,48.1
508,465,1028,55.4
509,454,835,23.6
510,1174,1086,18.5
511,1245,105,94.3
512,933,1422,14.7
513,487,707,44.2
514,109,13,79.1
515,710,1268,80.2
516,1978,1404,56.4
517,1227,789,16.9
518,384,1459,9
519,64,908,33.1
520,1301,269,36.9
521,825,61,16.2
522,729,129,78.7
523,17,646,35
524,180,1421,39.6
525,1126,847,32.9
526,1334,1277,86.1
527,253,349,14.4
528,883,1213,30.6
529,1166,297,51.2
530,1464,303,20
531,1712,809,67.4
532,1549,766,18.9
533,1520,44,36.3
534,1901,18,69.1
535,175,1290,69.2
536,707,1018,41.3
537,1435,61,95.5
538,1521,1267,87.7
539,1804,1390,64.9
540,478,1102,7.7
541,1116,1312,6.1
542,1365,1447,34.6
543,235,177,26.1
544,1540,1037,63.8
545,1411,1245,86.3
546,1661,365,57.3
547,472,164,4
548,1964,230,63.8
549,1609,1374,10.2
550,1770,1398,71.4
551,1654,368,10.4
552,721,943,71.8
553,1394,299,52.9
554,684,125,64.8
555,246,1430,35.3
556,1496,161,34.1
557,1699,180,55.6
558,324,868,41.6
559,1277,1054,46.8
560,1586,132,76
561,1107,575,0.4
562,1452,965,35.2
563,1458,231,51.2
564,480,1159,89.4
565,1010,614,90.3
566,1496,947,63
567,1834,1464,53.2
568,872,1033,34.9
569,1403,412,92
570,1353,541,72.5
571,1157,1485,75.3
572,1787,1274,71.1
573,1753,1432,57.1
574,613,1042,11.3
575,422,293,64.1
576,1188,1051,93.7
577,1739,1214,12.6
578,1656,1102,53
579,372,502,33.7
580,976,427,38.4
581,1848,879,53.8
582,1752,252,52.9
583,401,251,11.7
584,529,949,75.6
585,930,1414,39.6
586,91,1334,26.1
587,670,501,78.4
588,1504,1099,57.8
589,235,140,90.4
590,1465,1141,98.1
591,924,1259,53.7
592,1941,838,48.2
593,265,169,57.5
594,480,1298,74.7
595,1393,860,10.1
596,1287,1448,30.1
597,1033,726,14.1
598,1547,1078,74.8
599,1871,1081,35.2
600,1460,1165,56.4
601,1461,325,31.6
602,1586,1312,87.4
603,789,1011,65.8
604,800,35,30.4
605,1894,66,87
606,1344,955,55.7
607,1492,394,27.4
608,349,1011,8.4
609,1128,347,34.2
610,854,1233,38.9
611,592,703,68.3
612,62,493,23.6
613,273,446,75.6
614,18,1276,66.4
615,74,1353,63.4
616,235,1053,43.7
617,368,503,99.6
618,607,1185,20.4
619,497,1232,65.2
620,692,659,54.5
621,1750,559,78.8
622,507,1173,69.9
623,467,78,11.2
624,1765,1039,6.5
625,1975,231,76.8
626,59,1302,60.9
627,1477,282,96
628,861,1176,74.4
629,253,397,98.2
630,1295,840,32.6
631,1559,798,90.3
632,1246,1490,40.8
633,305,1200,72.8
634,1780,845,1.1
635,837,894,5.1
636,1156,743,35.2
637,810,312,61.4
638,1405,559,5.5
639,1069,33,56
640,1414,250,38.4
641,1362,751,56.1
642,1824,248,3.1
643,1637,986,12.9
644,1182,91,73.8
645,1883,1169,5.4
646,1825,1044,55.1
647,378,154,66.2
648,344,1105,97.6
649,1237,966,26.3
650,769,813,27.4
651,22,1064,86
652,923,933,79.6
653,1005,761,57
654,1236,1435,1.9
655,1113,1075,46.4
656,794,191,82.7
657,1701,949,13.4
658,886,1222,0.9
659,1990,779,73.8
660,392,593,74.5
661,775,70,65
662,474,223,48.4
663,1032,650,91.4
664,928,1064,49.9
665,760,473,44.5
666,215,914,28.2
667,219,284,28.4
668,1872,1225,99.9
669,445,1183,47.5
670,980,622,35.9
671,1947,213,87.6
672,232,421,94
673,47,1268,22.9
674,1085,647,56
675,491,263,61.7
676,295,748,8
677,191,1333,51.1
678,156,1224,23
679,183,478,41.7
680,1279,1439,38.9
681,120,1310,30.2
682,760,330,73
683,791,628,90.5
684,830,681,29.8
685,1432,489,23.2
686,395,224,15.7
687,472,852,84.1
688,219,1106,35.4
689,732,154,55.5
690,231,277,31.6
691,923,198,67.4
692,913,77,16.7
693,751,371,84.9
694,854,843,64.5
695,363,517,8.8
696,655,1263,18
697,1010,1187,38.5
698,212,1006,28.5
699,1408,831,23
700,1500,941,26.9
701,792,386,14.1
702,1213,1234,75.7
703,85,514,57.3
704,571,654,58.4
705,922,1380,73.1
706,965,101,76.7
707,1994,978,45.1
708,1202,1234,10.3
709,1684,445,29.4
710,27,613,50.8
711,1226,798,9.2
712,1385,205,65.2
713,498,116,84.9
714,108,1361,97.8
715,1131,856,10.6
716,420,1099,36.3
717,973,1176,0.8
718,1065,1159,70.4
719,87,235,46.8
720,1921,1307,95.7
721,484,947,84.5
722,552,127,51.4
723,894,848,83.2
724,1760,714,5.8
725,1004,153,13.9
726,1930,175,7.5
727,1256,463,64.2
728,1734,1282,59.6
729,1062,691,10.1
730,1810,1078,54
731,1356,1250,19.2
732,431,519,53.1
733,1747,1347,15.6
734,1280,1350,84
735,307,1164,74.8
736,422,438,87.6
737,1544,1339,85.2
738,1744,794,90.1
739,1466,108,99.1
740,774,1143,52.8
741,291,166,5.2
742,950,330,33.8
743,1483,464,85.4
744,1230,1340,77.3
745,442,1000,57.6
746,293,470,18.7
747,1225,676,67.9
748,470,746,71.9
749,86,1209,91.2
750,1748,1292,32.5
751,1902,122,54.5
752,1236,176,98
753,1428,499,52.5
754,1647,714,57.8
755,997,835,40.5
756,573,950,4.2
757,102,419,32.8
758,463,1483,57.1
759,887,396,92.7
760,1227,799,84.9
761,284,1137,38.5
762,88,69,2.4
763,871,914,53.1
764,130,254,56.8
765,485,183,54.4
766,1318,279,80.9
767,1677,271,47.2
768,466,1010,94.4
769,1604,1007,77.4
770,1046,655,89.8
771,1315,587,49.5
772,956,312,41.8
773,1219,612,75.4
774,165,123,44
775,1026,746,61.6
776,70,832,48.9
777,616,1186,32.3
778,604,464,14.1
779,203,1280,66.5
780,1596,388,43.9
781,1131,666,74.5
782,518,696,22
783,1028,331,47.9
784,1419,340,56.8
785,1700,323,74.7
786,1734,1183,17.3
787,1882,1229,17.6
788,1599,1439,16
789,358,166,0.8
790,1707,1232,54.4
791,64,873,87.9
792,119,77,61.3
793,637,1052,35.7
794,1616,388,16.9
795,777,297,19.8
796,365,112,4.4
797,1622,930,88.1
798,1029,927,16.8
799,890,1324,25.7
800,71,388,64.5
801,147,546,61.8
802,1376,515,61.3
803,1197,921,4
804,1532,210,2.1
805,1116,1391,15
806,481,565,60.5
807,630,1487,72.9
808,616,917,56.7
809,1813,165,33
810,1511,127,38.3
811,1815,589,69.6
812,1486,455,0.9
813,979,845,39.6
814,1942,838,19.7
815,979,58,19
816,719,978,28.7
817,1725,503,29.6
818,373,124,11.5
819,1747,629,5.8
820,622,1231,33.1
821,1523,310,32.2
822,1720,637,93.6
823,1227,328,10.7
824,1313,895,98.3
825,208,1233,14.5
826,2,1461,9.5
827,1914,1105,4.2
828,743,1223,50.3
829,1055,79,6.3
830,1847,790,72.4
831,276,726,12.8
832,1293,181,56.1
833,511,424,90.4
834,1653,523,12.7
835,320,1073,6.8
836,1822,703,16.1
837,375,1262,77.7
838,897,624,69.8
839,1473,1448,82.6
840,269,1419,80.7
841,649,1074,77.3
842,1600,452,14.6
843,1527,1322,76.2
844,1667,245,79.9
845,247,930,23.1
846,1548,779,83.1
847,1202,1341,80.6
848,536,824,27.5
849,822,1427,96.2
850,1538,404,97.9
851,346,1399,1.8
852,36,779,35.5
853,1861,455,96.8
854,1517,346,30
855,287,847,42.6
856,707,319,15.9
857,1677,1048,97.3
858,804,1116,61
859,1442,269,96.6
860,1946,353,37
861,583,1115,23.3
862,468,723,12.6
863,1633,957,31.7
864,1179,1209,61.4
865,464,719,8.9
866,141,730,97.6
867,1444,271,37.8
868,985,864,38.3
869,363,906,95.5
870,1981,322,19.1
871,1898,267,97.8
872,1116,678,20.1
873,1099,316,46
874,334,1174,81.4
875,1425,1427,98.6
876,436,792,52
877,1758,635,17.1
878,432,170,7.5
879,1544,637,66.5
880,494,356,16.3
881,904,322,33
882,854,1332,26.2
883,1909,435,15.3
884,1767,1471,91.2
885,1077,1428,65.7
886,146,333,49.1
887,790,1357,16.5
888,1346,1195,76.5
889,317,972,23.2
890,160,1228,20.9
891,537,1253,23.4
892,187,736,71.5
893,519,1138,85.7
894,850,210,9.4
895,859,181,56.7
896,1162,1416,14.7
897,828,541,2.7
898,1520,969,61.5
899,881,1043,36.3
900,486,129,50.2
901,657,263,55.6
902,1261,278,55.5
903,1417,1466,46.5
904,1934,1318,7.7
905,963,369,90.3
906,825,1006,99.4
907,1310,1116,30.9
908,233,729,83.6
909,544,786,22.4
910,1418,524,41.6
911,1790,1051,84.4
912,136,644,7.9
913,1242,953,76
914,1754,728,38
915,1293,1057,68.6
916,816,1363,33
917,155,210,42
918,1919,123,90.3
919,679,970,62.7
920,1737,961,22.6
921,760,750,25.2
922,620,113,38
923,694,785,0.7
924,1525,205,95.6
925,1686,1007,41.3
926,682,1292,41.9
927,88,906,29.4
928,897,957,30.5
929,1022,575,20.7
930,1814,511,95.8
931,1423,342,0.7
932,1629,138,82.1
933,1808,1424,0.4
934,297,538,40.7
935,1941,444,84.8
936,1723,1015,18.8
937,474,547,47.8
938,1066,403,75.1
939,70,1365,3.7
940,1497,893,98.8
941,150,203,87.8
942,1363,944,95.1
943,589,1030,16.9
944,1695,1270,41.6
945,165,691,70.8
946,389,814,97.3
947,298,190,13
948,790,143,28.1
949,1982,773,53.9
950,1644,410,30.1
951,1369,1411,55.7
952,606,531,46
953,1461,1234,52.8
954,1618,1064,76.5
955,659,1089,50.1
956,1854,65,92.4
957,812,503,93.5
958,453,137,43
959,1089,56,19.5
960,1497,578,72.6
961,124,880,58.8
962,1464,372,83.5
963,949,723,42
964,789,699,45.4
965,881,438,20.3
966,1913,1402,89.9
967,552,981,12.6
968,171,461,62.1
969,615,470,26.4
970,1159,994,83.7
971,1841,683,83.4
972,1277,750,86.2
973,327,896,94.1
974,850,431,77.6
975,59,938,67.2
976,1162,1371,6
977,896,446,56.6
978,1487,1400,36.8
979,1348,717,89.2
980,67,1203,85.4
981,1494,8,61.2
982,626,977,99.2
983,374,1247,74.6
984,602,374,18.9
985,540,348,72.3
986,698,348,92.2
987,263,654,29
988,1375,250,9.9
989,1906,1094,23.7
990,1146,771,83.1
991,495,168,63.7
992,1994,574,8.4
993,1966,1249,76.4
994,556,545,83.8
995,893,434,30.8
996,1879,716,92.9
997,379,1041,68.1
998,662,1334,71.8
999,264,5,27.6
1000,885,936,19.2
1001,802,1100,74.3
1002,1626,1186,69.2
1003,1847,768,41.9
1004,925,473,22.8
1005,1804,559,46.9
1006,1727,1004,13.1
1007,721,751,36
1008,147,331,93.3
1009,1251,732,89.3
1010,1425,930,35
1011,115,518,97.2
1012,860,567,78.4
1013,1068,996,25.6
1014,1432,933,11.8
1015,676,729,12.2
1016,1061,46,55.6
1017,406,587,59.9
1018,586,246,94
1019,1817,231,54.5
1020,1360,365,53.8
1021,1952,1204,68.9
1022,705,549,9.3
1023,1176,157,50.1
1024,1644,453,54.5
1025,1580,618,72.6
1026,1756,1497,17.6
1027,1933,1023,19.9
1028,1419,601,88.4
1029,1318,692,44.6
1030,1895,1123,69.7
1031,495,1325,24.9
1032,930,1431,67.7
1033,740,699,79.3
1034,1098,95,44.3
1035,1328,390,17.7
1036,1632,134,26.9
1037,284,1345,14.2
1038,1874,1115,2.3
1039,1960,1326,21.7
1040,1247,1123,45
1041,407,869,88.3
1042,225,859,62.2
1043,1055,773,73.1
1044,1996,1427,38.3
1045,55,541,64
1046,1429,1246,12.8
1047,1357,991,66.2
1048,1542,1315,27.4
1049,1594,716,69
1050,587,1209,29
1051,1491,300,55.9
1052,1384,1182,47.9
1053,1373,944,67.3
1054,1410,1448,29.8
1055,1637,855,41
1056,854,1346,23.9
1057,1056,191,93.8
1058,143,1405,81.7
1059,303,1230,51.6
1060,232,1130,14.5
1061,1387,272,29
1062,692,185,43.6
1063,291,1091,27.8
1064,826,832,95.6
1065,1029,603,76.8
1066,319,314,44.3
1067,1540,1044,31.4
1068,895,1437,97.7
1069,447,1325,58.3
1070,899,273,6.9
1071,630,1166,20.4
1072,1753,733,29.1
1073,131,483,19.9
1074,25,120,11.4
1075,944,1354,12
1076,1065,179,14.7
1077,784,598,25
1078,180,10,77.4
1079,1735,9,1.4
1080,758,537,31.7
1081,1233,374,9.4
1082,422,470,13.3
1083,1163,141,22.3
1084,864,141,4.4
1085,1105,382,89.4
1086,502,274,82.7
1087,1550,402,66
1088,1025,135,39.8
1089,1071,779,19.1
1090,446,1456,88.1
1091,1785,899,74
1092,984,1479,34.2
1093,322,1081,9.3
1094,1397,259,37.5
1095,173,1409,73
1096,1316,697,33.3
1097,860,954,34.6
1098,1217,410,19.5
1099,827,258,40.1
1100,50,790,83.3
1101,718,1296,50.6
1102,443,1345,95.7
1103,1988,922,2.4
1104,1639,202,86.4
1105,16,536,36.8
1106,608,887,67.2
1107,1806,238,91.6
1108,732,1314,68.4
1109,1326,884,5.5
1110,810,879,18.3
1111,1227,673,87.3
1112,413,1120,62.3
1113,578,775,14.5
1114,1154,932,62.1
1115,570,494,1.4
1116,287,350,69.6
1117,293,8,30.4
1118,1715,1227,37.1
1119,987,927,82.8
1120,245,750,90.8
1121,1667,499,28.7
1122,1503,547,71.1
1123,180,531,24.5
1124,1872,27,29.3
1125,1762,678,98.2
1126,851,213,25.7
1127,1526,190,2.2
1128,762,1212,14.5
1129,17,1266,68
1130,1065,928,42.8
1131,13,1057,6
1132,1969,501,58.7
1133,497,742,40.6
1134,1872,292,14.2
1135,1690,1092,82.1
1136,1570,586,37.8
1137,1317,797,85.6
1138,638,511,60
1139,1217,556,55.8
1140,1037,1030,25.1
1141,730,499,34.3
1142,640,1401,2
1143,722,757,83.9
1144,131,952,69.4
1145,1477,896,81.2
1146,1799,1011,5.8
1147,1464,668,77.4
1148,447,317,31.5
1149,288,1068,17.5
1150,1587,794,22.4
1151,1188,596,69.7
1152,1753,1141,22.7
1153,243,538,35.2
1154,268,13,57.2
1155,1609,229,46.6
1156,171,1288,69.4
1157,627,276,63.9
1158,1924,1472,66.7
1159,436,1298,0.9
1160,1281,1075,52.7
1161,1645,324,9.1
1162,782,1387,9.4
1163,1010,192,34.7
1164,595,1278,71.3
1165,1855,1067,33
1166,588,469,68.9
1167,1328,52,25.3
1168,1666,761,76.8
1169,1579,873,29.3
1170,891,618,89.2
1171,1841,776,54.2
1172,787,958,44.7
1173,1483,1499,18.6
1174,1327,1447,48.5
1175,1506,643,25.6
1176,223,1277,22.8
1177,835,364,46.4
1178,1181,1100,97.1
1179,382,161,93.4
1180,1206,1218,66.1
1181,490,1427,56.3
1182,1149,1359,98.7
1183,1329,531,49.2
1184,1782,74,30.5
1185,1560,658,98.8
1186,1644,738,18.4
1187,206,289,49.7
1188,527,208,35.1
1189,1278,1275,52.6
1190,1986,623,72.4
1191,1392,941,29.1
1192,916,736,80.7
1193,1479,1251,76.1
1194,168,284,52.9
1195,513,714,60.6
1196,17,33,2.6
1197,912,1434,34.4
1198,486,521,50.2
1199,893,628,18.1
1200,734,1350,23.3
1201,1241,445,71.3
1202,559,312,76.2
1203,1285,826,72.5
1204,1863,93,82.4
1205,585,931,20.8
1206,1950,1017,92.2
1207,1732,1133,75
1208,1993,819,48.8
1209,1988,1301,40.3
1210,1309,566,57.7
1211,1410,43,28.7
1212,1036,664,37.5
1213,204,173,30.8
1214,393,1167,79.6
1215,986,659,71.6
1216,484,834,36
1217,201,921,42.5
1218,1575,47,49
1219,1660,271,72.2
1220,1589,637,72.1
1221,586,67,42.9
1222,1668,1311,69.4
1223,514,476,44.5
1224,1929,997,11.3
1225,1847,1476,34.7
1226,1903,858,29.2
1227,468,905,54.2
1228,786,41,45.4
1229,1229,856,6.2
1230,1495,487,78.9
1231,779,190,44.7
1232,1807,567,0.7
1233,1799,1229,54.6
1234,1715,1137,34.6
1235,551,1166,55.5
1236,1985,1137,97.4
1237,13,1460,4.9
1238,1157,1400,67.4
1239,1024,1138,7.8
1240,363,390,69.9
1241,1791,940,33.4
1242,302,986,1.2
1243,1885,1341,98.5
1244,1947,1133,20.7
1245,1710,617,3.4
1246,1648,785,16.2
1247,135,860,8.2
1248,234,258,10.3
1249,879,999,60.1
1250,725,472,81.9
1251,1675,268,88.5
1252,1380,321,14.1
1253,1631,1427,61
1254,98,39,7.1
1255,626,1102,25.4
1256,969,1411,30.2
1257,1974,1499,36.9
1258,1547,1289,40
1259,1138,845,75.5
1260,831,784,10.9
1261,109,141,11.8
1262,1269,1231,52.5
1263,1313,556,40.2
1264,1837,1371,5
1265,414,281,69.8
1266,1006,614,47
1267,349,485,37.5
1268,1944,688,20.9
1269,1950,277,66.9
1270,860,84,46.1
1271,1406,683,81.8
1272,11,1050,11.5
1273,764,853,89.7
1274,1159,947,17.1
1275,231,884,0.2
1276,1481,1304,32.7
1277,1335,724,91.7
1278,200,1374,90.2
1279,687,627,27.7
1280,1329,732,51.1
1281,129,1102,54.6
1282,334,287,25.9
1283,275,1134,39.6
1284,1926,482,5.8
1285,470,856,65.4
1286,1669,940,72.7
1287,952,1203,24.7
